Sample_ID_Cpx,Mineral,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,Total
,Amphibole,42.7598,2.5225,11.9786,,11.9242,0.1787,14.534,10.5366,2.9456,0.2519,97.6868
,Amphibole,42.5276,2.446,11.8931,,12.5705,0.1374,14.689,10.5566,2.493,0.2471,97.5902
,Amphibole,43.8803,2.5502,10.9042,,12.8415,0.1674,14.5765,10.6444,2.4776,0.2575,98.372
,Amphibole,44.0435,2.4994,10.8957,,12.1187,0.1857,14.3357,10.6562,3.2034,0.2484,98.2368
,Amphibole,44.3288,2.6096,10.6622,,12.7047,0.1605,14.6937,10.6426,2.3698,0.2288,98.4734
,Amphibole,43.9638,2.6031,10.8916,,12.871,0.1855,14.5675,10.6134,2.36,0.3258,98.4294
,Amphibole,43.7128,2.6057,10.783,,12.5329,0.1595,14.5305,10.5982,2.373,0.2342,97.5748
,Amphibole,43.7692,2.0734,11.8903,,12.8409,0.2035,14.5961,10.3873,2.4648,0.1819,98.4424
,Amphibole,45.9361,0.1797,13.77,,1.4425,0.0071,0.2896,0.4765,7.9442,1.996,72.9128
,Amphibole,44.4917,2.4932,10.8025,,12.4914,0.1465,14.8206,10.5588,2.3606,0.2463,98.457
,Amphibole,44.3248,2.6691,10.7753,,12.7874,0.1595,14.4751,10.685,2.3793,0.2575,98.5491
,Amphibole,43.8854,2.6434,10.7027,,12.6936,0.1945,14.4606,10.6522,2.3814,0.2743,97.9297
,Amphibole,43.2899,2.0826,13.288,,10.0265,0.1068,15.8184,10.833,2.5382,0.173,98.2361
,Amphibole,43.1685,2.0126,13.3201,,10.3135,0.1218,15.695,10.9186,2.5662,0.2215,98.3722
,Amphibole,56.1041,0.1133,26.8412,,1.1673,0,0.6142,8.4224,5.9445,0.3679,99.636
,Amphibole,43.7992,2.607,10.9201,,12.2519,0.1475,14.8377,10.6299,2.4278,0.2786,97.9631
,Amphibole,43.9017,2.2723,11.6984,,11.9401,0.1255,14.9153,10.5933,2.4745,0.2296,98.1848
,Amphibole,42.8439,2.8778,11.3051,,12.4607,0.1424,14.6011,10.6796,2.4562,0.2502,97.6655
,Amphibole,43.6611,2.5775,12.0253,,11.9818,0.1275,14.664,10.5693,2.4844,0.2312,98.4245
,Amphibole,42.1007,2.7522,10.4003,,12.0769,0.1976,14.2257,10.3937,2.4871,0.2763,95.0171
,Amphibole,41.7065,2.6378,10.3756,,12.2491,0.1564,13.5313,10.1407,2.3184,0.2388,93.4572
,Amphibole,43.5423,2.6271,11.3623,,12.4362,0.1404,14.5791,10.652,2.4634,0.2553,98.1025
,Amphibole,43.4638,2.7551,11.0805,,12.2634,0.1505,14.5999,10.4887,2.4704,0.2545,97.5787
,Amphibole,43.5848,2.7699,11.1605,,12.3144,0.1495,14.4902,10.6409,2.4551,0.2368,97.8513
,Amphibole,43.5283,2.7901,11.0133,,12.3221,0.1395,14.5945,10.7284,2.4565,0.2682,97.8854
,Amphibole,43.4251,2.7069,11.0506,,12.713,0.1624,14.5765,10.6027,2.4382,0.2589,97.9833
,Amphibole,43.7341,2.6392,10.7943,,12.5882,0.1484,14.6747,10.6288,2.3864,0.2965,97.955
,Amphibole,43.5308,2.687,11.0214,,12.7129,0.1625,14.6152,10.5588,2.357,0.2562,97.9534
,Amphibole,43.5126,2.6654,10.8981,,12.5765,0.1755,14.5707,10.516,2.4352,0.2298,97.6293
,Amphibole,43.7588,2.7019,10.8379,,12.6886,0.1775,14.6941,10.5713,2.3946,0.2681,98.1407
,Amphibole,43.468,2.7019,10.9898,,12.4217,0.1254,14.6352,10.6355,2.4503,0.2881,97.7747
,Amphibole,43.0988,2.6317,11.1091,,12.5942,0.1674,14.5848,10.5891,2.4766,0.2508,97.5733
,Amphibole,47.4052,2.0487,7.7312,,9.3265,0.1535,15.8333,14.1903,2.2369,0.1809,99.1606
,Amphibole,43.271,3.0088,11.4361,,11.2053,0.1568,14.8122,10.5608,3.435,0.3111,98.2807
,Amphibole,43.9293,2.5271,11.4003,,12.3159,0.0933,14.7375,10.7224,2.5411,0.1916,98.4849
,Amphibole,43.6982,2.64,10.8953,,12.8919,0.1835,14.4683,10.6878,2.7427,0.2263,98.4778
,Amphibole,44.329,2.6764,10.6465,,13.0826,0.1945,14.4278,10.607,2.3111,0.304,98.6427
,Amphibole,43.7351,2.7515,10.8517,,12.4692,0.1756,14.6345,10.707,2.3514,0.2549,97.9634
,Amphibole,44.1418,2.6557,10.4738,,12.4586,0.1264,14.6493,10.4451,2.7668,0.2272,98.0027
,Amphibole,43.2983,2.6079,11.3367,,12.3159,0.1666,14.7633,10.7179,2.4308,0.2375,97.9325
,Amphibole,44.0245,2.5143,10.4133,,12.8155,0.1514,14.8866,10.6589,2.531,0.2973,98.3451
,Amphibole,43.3923,2.4294,11.4502,,12.132,0.1636,15.0556,10.5578,2.4049,0.2406,97.8792
,Amphibole,42.8372,2.2261,11.295,,11.7589,0.1085,14.8589,10.374,2.4506,0.2163,96.2082
,Amphibole,44.1259,2.4062,11.2584,,12.0488,0.1486,14.9799,10.6318,2.444,0.2206,98.3049
,Amphibole,43.4266,2.4277,11.2368,,12.4766,0.1605,14.8562,10.5584,2.4207,0.194,97.7877
,Amphibole,43.7528,2.4287,11.3676,,12.0526,0.1295,14.8127,10.5326,2.3461,0.2299,97.7078
,Amphibole,33.5155,2.2506,10.0393,,10.2572,0.1272,10.2523,8.6694,1.4243,0.1802,77.1728
,Amphibole,44.0959,2.6612,10.8292,,12.8332,0.1604,14.9804,10.5521,2.4408,0.2787,98.8858
,Amphibole,44.0091,2.6088,10.7021,,12.8787,0.1544,14.55,10.573,2.3388,0.2815,98.1437
,Amphibole,43.8324,2.5411,10.583,,12.8128,0.1704,14.6171,10.4853,2.3736,0.2562,97.7303
,Amphibole,43.9099,2.427,11.1849,,12.5187,0.1796,14.5547,10.5504,2.4885,0.2045,98.0543
,Amphibole,48.4664,4.1688,11.6356,,13.9658,0.3456,14.4448,7.4708,1.6941,0.0431,102.2418
,Amphibole,45.7161,2.3296,11.8759,,12.778,0.1766,15.3724,10.4212,2.6055,0.2345,101.5367
,Amphibole,49.6847,1.1407,14.0707,,8.9859,0.2091,11.319,11.4486,1.9397,0.0425,98.8692
,Amphibole,43.3435,2.1031,12.1178,,13.0468,0.1513,14.4169,10.2971,2.5647,0.2122,98.3334
,Amphibole,42.7056,1.9999,12.0422,,12.9796,0.1713,14.0249,10.0154,2.44,0.2721,96.7156
,Amphibole,43.34,2.1393,12.0323,,12.7693,0.1745,14.4058,10.2529,2.3733,0.2132,97.7522
,Amphibole,43.2162,2.1043,12.1694,,12.9159,0.1835,14.3854,10.3529,2.4112,0.2427,98.0338
,Amphibole,43.273,2.1054,11.8581,,12.6378,0.1815,14.3141,10.4619,2.8965,0.2416,98.042
,Amphibole,43.2555,2.4783,11.6402,,12.7439,0.1253,14.4261,10.5342,2.4898,0.3032,98.0574
,Amphibole,39.9442,2.1479,11.7671,,12.1814,0.1303,13.4139,10.0933,2.2698,0.2387,92.3377
,Amphibole,43.553,2.4439,11.6964,,12.5516,0.1294,14.6214,10.5713,2.4677,0.2646,98.3392
,Amphibole,43.2865,2.3698,11.6354,,12.7204,0.1695,14.4974,10.4266,2.5063,0.2419,97.91
,Amphibole,43.8539,2.6433,10.835,,13.1466,0.1684,14.4818,10.6331,2.4583,0.2296,98.4926
,Amphibole,43.5299,2.657,10.568,,12.5698,0.1555,14.5446,10.595,2.4193,0.2466,97.3346
,Amphibole,44.1032,2.6359,10.7137,,12.6058,0.1785,14.5881,10.7242,2.4061,0.2129,98.2086
,Amphibole,44.1599,2.6101,10.6106,,12.5164,0.1746,14.513,10.6547,2.346,0.2429,97.8907
,Amphibole,44.2514,2.5528,10.5045,,12.758,0.1785,14.5698,10.6739,2.3564,0.2686,98.1778
,Amphibole,44.4521,2.5018,10.4206,,12.8996,0.1775,14.5743,10.6732,2.3533,0.2734,98.3778
,Amphibole,44.5543,2.4769,10.3696,,12.8103,0.2116,14.5276,10.5044,2.2974,0.2525,98.0513
,Amphibole,44.1146,2.4125,10.4172,,12.829,0.1695,14.415,10.5927,2.3,0.2482,97.5542
,Amphibole,43.3492,2.5815,10.8653,,13.1911,0.1413,14.5897,10.61,2.4339,0.2564,98.0571
,Amphibole,43.3113,2.5734,11.5851,,11.9858,0.1606,14.8008,10.6692,2.4788,0.2307,97.8696
,Amphibole,42.6728,2.2887,12.0203,,12.2586,0.1736,14.5736,10.7153,2.3772,0.2077,97.3346
,Amphibole,42.4808,2.6418,12.125,,12.1757,0.1375,14.3466,10.7927,2.4898,0.2422,97.4533
,Amphibole,43.261,2.5848,11.7406,,12.1026,0.1415,14.3792,10.6656,2.471,0.2075,97.6104
,Amphibole,43.9956,2.552,10.5937,,12.3876,0.1776,14.7178,10.3222,2.8522,0.466,98.1344
,Amphibole,43.1008,2.1307,12.8472,,10.0807,0.1309,15.7121,10.629,2.5222,0.1945,97.4461
,Amphibole,43.5086,2.0972,13.0772,,10.4211,0.1037,15.6786,10.7068,2.5129,0.1833,98.3024
,Amphibole,43.2721,2.0896,12.7383,,10.2673,0.0937,15.8054,10.7814,2.5165,0.198,97.8374
,Amphibole,43.4947,2.1209,12.6858,,10.2527,0.1259,15.7273,10.7649,2.5679,0.2207,98.0466
,Amphibole,43.3734,2.146,12.8036,,10.0946,0.1309,15.8111,10.7999,2.5026,0.1905,97.9352
,Amphibole,43.0921,2.0293,12.7575,,10.9144,0.1408,15.6616,10.5589,2.4596,0.1905,97.8477
,Amphibole,42.9313,2.2367,12.4015,,11.8696,0.1245,14.864,10.6135,2.6162,0.2037,97.9127
,Amphibole,43.7888,1.9169,11.9919,,13.183,0.2025,14.4499,10.2833,2.3978,0.1721,98.4387
,Amphibole,44.8179,2.4719,10.1239,,13.1402,0.2666,14.5342,10.4472,2.3211,0.2757,98.4634
,Amphibole,43.0641,2.3317,12.0893,,11.9163,0.1034,14.9878,10.5924,2.5535,0.2059,97.8963
,Amphibole,44.4471,2.64,10.4711,,12.658,0.2167,14.6891,10.5358,2.3804,0.277,98.3547
,Amphibole,44.3124,2.6896,10.6775,,12.41,0.1385,14.5822,10.6334,2.4027,0.2831,98.1758
,Amphibole,43.8898,2.6376,10.7703,,12.4963,0.1304,14.5119,10.643,2.3408,0.247,97.7034
,Amphibole,43.1862,2.6266,11.0014,,12.7383,0.1554,14.7226,10.6632,2.4534,0.274,97.8691
,Amphibole,44.4265,2.6049,11.2539,,12.5477,0.1464,14.3708,9.4949,2.9508,0.9026,98.7303
,Amphibole,43.4346,2.648,11.2495,,12.0522,0.1496,14.7385,10.6879,2.43,0.2404,97.6803
,Amphibole,43.0619,2.6892,11.3677,,12.266,0.1214,14.6009,10.5106,2.3988,0.219,97.281
,Amphibole,43.1672,2.6823,11.3417,,12.2593,0.1325,14.5889,10.69,2.4667,0.2565,97.6138
,Amphibole,43.8337,2.6395,11.0639,,12.1812,0.1566,14.6013,10.6188,2.4608,0.2518,97.8412
,Amphibole,43.0692,2.6831,10.7482,,12.3086,0.1766,14.6777,10.5974,2.4206,0.278,97.019
,Amphibole,40.7411,2.436,11.4647,,12.6022,0.1303,14.3985,10.4561,2.5837,0.2295,95.1673
,Amphibole,42.8086,2.5565,11.6698,,12.8965,0.1303,14.2742,10.5714,2.3894,0.2355,97.5624
,Amphibole,43.7977,2.6287,10.9508,,12.5084,0.1294,14.3203,10.549,2.3575,0.2583,97.5393
,Amphibole,43.6989,2.4841,10.8938,,13.375,0.2113,14.4215,10.5493,2.3348,0.3075,98.3132
,Amphibole,44.1825,2.5988,10.5832,,12.5177,0.1605,14.6648,10.5331,2.3853,0.2521,97.9119
,Amphibole,46.1655,2.409,12.0534,,9.7615,0.1572,14.1346,9.3952,2.9005,0.4735,97.5622
,Amphibole,43.94,2.6669,10.4273,,12.4413,0.1625,14.6051,10.4933,2.478,0.2215,97.4884
,Amphibole,43.1342,2.7704,11.0611,,12.6055,0.1314,14.2597,10.509,2.3677,0.2626,97.1363
,Amphibole,42.9892,2.6573,11.051,,12.4175,0.1535,14.564,10.6452,2.4515,0.2608,97.2487
,Amphibole,43.5363,2.6015,10.756,,12.9677,0.1704,14.48,10.5191,2.4039,0.2288,97.7137
,Amphibole,44.1845,2.4603,11.185,,12.5099,0.1394,13.8748,10.489,2.4634,0.2659,97.6149
,Amphibole,44.1894,2.6668,10.474,,12.6703,0.1464,14.5206,10.597,2.3834,0.2822,97.984
,Amphibole,44.2623,2.5991,10.7173,,12.583,0.1826,14.3842,10.5451,2.3349,0.259,97.9026
,Amphibole,44.773,2.6025,10.5509,,12.7555,0.1174,14.4884,10.6107,2.3738,0.2698,98.5726
,Amphibole,42.995,2.2435,12.2453,,12.742,0.1444,14.529,10.447,2.4911,0.1977,98.0553
,Amphibole,42.3989,2.1558,12.2544,,10.3539,0.0996,14.5602,10.4274,2.8191,0.1978,95.5936
,Amphibole,42.99,2.224,12.854,,10.8402,0.1207,15.4651,10.703,2.5278,0.2216,98.065
,Amphibole,43.5037,2.3175,12.0984,,11.492,0.1146,15.3007,10.6351,2.5291,0.2139,98.2801
,Amphibole,43.8009,2.5654,11.4418,,12.4575,0.1104,14.7342,10.6257,2.4456,0.2477,98.4562
,Amphibole,43.6141,2.6793,11.0294,,12.5677,0.1645,14.6495,10.6233,2.4802,0.2536,98.0909
,Amphibole,44.0844,2.7276,10.907,,12.3923,0.1776,14.6358,10.7165,2.521,0.2224,98.4116
,Amphibole,42.9959,2.6035,10.5787,,12.3134,0.1565,14.1731,10.1988,2.2506,0.2902,95.6704
,Amphibole,43.8882,2.6761,10.7413,,12.9195,0.1764,14.5996,10.5586,2.3257,0.2781,98.2015
,Amphibole,44.6368,2.4496,10.4281,,13.303,0.2185,14.7906,10.5125,2.3388,0.2645,98.9774
,Amphibole,43.3929,2.5223,11.6607,,11.9397,0.1094,14.85,10.7894,2.544,0.2401,98.0913
,Amphibole,43.1202,2.4504,11.659,,12.1669,0.1295,14.6643,10.749,2.4132,0.2318,97.63
,Amphibole,43.4798,2.5409,11.7575,,12.0539,0.0994,14.9277,10.7555,2.4847,0.211,98.3557
,Amphibole,43.4427,2.5665,11.701,,12.8779,0.1414,14.5335,10.6823,2.4781,0.2263,98.6815
,Amphibole,43.0852,2.5217,11.5742,,13.5635,0.1872,14.2786,10.4668,2.5737,0.2452,98.5339
,Amphibole,43.5498,2.5477,11.7093,,11.1082,0.1267,15.251,10.7613,2.4156,0.2519,97.8122
,Amphibole,51.5117,0.0417,32.0776,,0.9273,0,0.056,13.4641,3.3914,0.0565,101.5531
,Amphibole,38.7858,2.7377,9.7977,,11.7648,0.1313,12.7392,10.3486,2.2936,0.2655,89.1093
,Amphibole,43.9761,2.7737,10.6548,,12.5941,0.2066,14.4957,10.581,2.4246,0.277,98.0196
,Amphibole,43.9678,2.7641,10.64,,12.6114,0.1795,14.6784,10.5206,2.4067,0.2844,98.116
,Amphibole,43.9365,2.7518,10.588,,12.5695,0.2036,14.4711,10.4954,2.3687,0.2385,97.6743
,Amphibole,43.6536,2.6673,10.644,,12.5409,0.1595,14.3815,10.4466,2.4276,0.2576,97.2357
,Amphibole,52.522,0.0437,30.0172,,0.7037,0.0051,0.0469,11.6399,4.5109,0.0675,99.5639
,Amphibole,43.6966,2.7301,10.4994,,12.2759,0.1686,14.4609,10.4923,2.3678,0.2913,97.0471
,Amphibole,43.9074,2.6491,10.6565,,12.7425,0.1915,14.4837,10.6162,2.4719,0.2463,98.0104
,Amphibole,42.8935,2.6668,10.3201,,12.5344,0.1754,14.2063,10.3771,2.324,0.2551,95.8465
,Amphibole,45.4635,2.6975,11.0179,,12.7294,0.1585,14.502,10.54,2.4421,0.2445,99.8418
,Amphibole,43.7811,2.6445,10.7346,,12.6441,0.1364,14.4744,10.5664,2.4063,0.2479,97.7042
,Amphibole,44.6608,2.6474,10.4645,,12.642,0.1525,14.4868,10.4005,2.3704,0.2952,98.1653
,Amphibole,44.6391,2.5701,10.7586,,13.0373,0.1554,14.6069,10.5078,2.4541,0.2508,99.0204
,Amphibole,43.3307,2.7897,11.1984,,12.2571,0.1645,14.59,10.7139,2.4485,0.2585,97.7825
,Amphibole,43.7614,2.8733,10.948,,12.3748,0.1525,14.5983,10.7321,2.4809,0.2924,98.2685
,Amphibole,42.9849,2.9387,11.2078,,12.7213,0.1875,14.2976,10.6667,2.4479,0.3268,97.8368
,Amphibole,43.473,2.7835,10.7586,,12.8932,0.1724,14.4218,10.7314,2.4312,0.2578,97.9689
,Amphibole,43.4969,2.6408,11.1436,,12.5775,0.1414,14.4967,10.6538,2.3775,0.2243,97.804
,Amphibole,42.9509,1.9807,13.5394,,10.6017,0.0654,15.3954,10.7313,2.4574,0.2254,97.9702
,Amphibole,42.3763,2.011,13.5575,,10.2068,0.0755,15.2351,10.6747,2.4704,0.2053,96.8496
,Amphibole,42.6603,2.3266,12.6052,,11.1254,0.1568,14.8252,10.6518,2.5556,0.1654,97.1343
,Amphibole,0.1226,9.4084,3.1419,,75.0655,0.2455,6.3546,0.0817,0.0289,0.0054,94.6093
,Amphibole,43.1083,2.8673,11.0259,,12.7047,0.1494,14.2932,10.5288,2.3702,0.2335,97.3232
,Amphibole,43.436,2.7823,10.886,,12.711,0.1755,14.0784,10.6013,2.3791,0.2778,97.3723
,Amphibole,43.7854,2.7443,10.7193,,12.572,0.1605,14.3562,10.6429,2.3625,0.27,97.6493
,Amphibole,43.7944,2.6283,10.8241,,12.8732,0.1444,14.3098,10.5528,2.3597,0.2358,97.7594
,Amphibole,43.8191,2.6715,10.7471,,12.6514,0.2086,14.3735,10.5389,2.3919,0.2837,97.7316
,Amphibole,43.8166,2.6477,10.8154,,12.7416,0.1444,14.3822,10.4788,2.3147,0.2733,97.6682
,Amphibole,43.3575,2.3526,11.7771,,11.5175,0.1658,15.0074,10.4788,2.3887,0.258,97.3694
,Amphibole,42.8203,2.3479,12.3156,,11.0433,0.1126,15.1708,10.6493,2.487,0.2303,97.4341
,Amphibole,42.5403,2.3971,11.7709,,12.4936,0.1324,14.6069,10.5712,2.4947,0.244,97.2941
,Amphibole,43.866,2.7273,10.7184,,12.7197,0.1334,14.3628,10.44,2.4023,0.2869,97.7254
,Amphibole,43.657,2.6547,10.7048,,12.877,0.1654,14.4504,10.5986,2.3708,0.2862,97.8222
,Amphibole,43.0749,2.9596,11.3591,,12.7935,0.2315,14.0458,10.5311,2.6549,0.2809,97.9762
,Amphibole,42.8617,3.0396,11.3385,,12.9166,0.2575,14.1594,10.5446,2.6025,0.2876,98.0525
,Amphibole,42.6352,3.075,11.4122,,12.9417,0.1703,14.3065,10.6731,2.6302,0.2471,98.1392
,Amphibole,42.5065,3.1925,11.4908,,12.6625,0.2024,14.29,10.569,2.6316,0.2869,97.9881
,Amphibole,45.2906,2.4168,9.3689,,12.8533,0.2928,14.723,10.3036,2.8717,0.6412,98.8856
,Amphibole,44.5264,2.5217,10.5191,,13.2768,0.2946,14.389,10.3822,3.0727,0.2354,99.2807
,Amphibole,39.9837,3.6612,14.1112,,13.9274,0.1426,16.7352,0.308,0.5282,8.5002,98.1356
,Amphibole,44.0505,2.6623,10.4805,,13.1459,0.2855,14.2853,10.3282,2.4626,0.2586,98.0166
,Amphibole,43.7722,2.5046,10.6573,,13.9439,0.3311,13.656,10.2177,2.3958,0.2857,97.8292
,Amphibole,45.8495,2.0367,11.8549,,11.6922,0.2732,13.1621,9.9887,3.4873,0.3328,98.8303
,Amphibole,43.9009,2.5573,10.5428,,13.1931,0.2945,14.2011,10.3201,2.4415,0.2763,97.8062
,Amphibole,43.0112,2.51,10.3585,,13.0843,0.2824,14.0666,10.3019,2.4581,0.2832,96.608
,Amphibole,43.7274,2.5238,10.5734,,13.2047,0.3095,14.333,10.396,2.4365,0.264,97.851
,Amphibole,43.9259,2.5087,10.6599,,13.1972,0.2835,14.2189,10.4659,2.3812,0.238,97.9293
,Amphibole,43.9044,2.576,10.5572,,13.2381,0.2925,14.2117,10.3929,2.493,0.235,97.9736
,Amphibole,43.6809,2.5943,10.6918,,13.186,0.3265,14.2392,10.2456,2.4632,0.259,97.7372
,Amphibole,44.1096,2.572,10.5635,,13.1569,0.2875,14.197,10.2896,2.4803,0.3161,98.0316
,Amphibole,43.5981,2.5569,10.4886,,12.9956,0.2775,14.2301,10.3525,2.3856,0.2476,97.2085
,Amphibole,43.5851,2.5282,10.3866,,13.65,0.3203,14.3853,10.2141,2.5356,0.3014,98.038
,Amphibole,41.1769,2.6548,11.3514,,20.6597,0.3132,9.4078,8.4931,3.1383,0.468,97.7685
,Amphibole,42.5209,2.8596,11.3263,,13.2119,0.2673,13.6753,10.3895,2.9361,0.2162,97.4719
,Amphibole,42.9243,2.7095,10.9692,,13.0118,0.2324,14.0992,10.3776,2.446,0.2695,97.0895
,Amphibole,42.4206,2.9639,11.1932,,12.6106,0.2105,13.9331,10.4969,2.6793,0.2342,96.8101
,Amphibole,42.9536,3.0175,11.2526,,12.554,0.2055,14.0639,10.5576,2.4787,0.2857,97.402
,Amphibole,42.8672,2.5565,11.069,,12.6477,0.2336,14.1916,10.2349,2.5243,0.2586,96.6436
,Amphibole,43.5484,2.8893,11.0267,,12.6144,0.1845,14.0494,10.3931,2.4583,0.2961,97.5132
,Amphibole,42.734,2.8452,10.9409,,12.679,0.2345,14.13,10.4433,2.4206,0.2622,96.7305
,Amphibole,43.1225,2.5618,11.048,,13.6652,0.2232,13.8075,10.5124,2.3634,0.2641,97.6178
,Amphibole,42.0453,2.8006,11.5843,,13.8433,0.255,13.2023,10.3706,2.5556,0.3057,97.0241
,Amphibole,43.0915,2.7729,11.017,,13.0014,0.2584,14.0081,10.4679,2.946,0.2744,97.8845
,Amphibole,43.4568,2.8797,11.1916,,12.4672,0.2577,14.147,10.4158,2.4915,0.2601,97.6102
,Amphibole,42.53,2.9564,11.2898,,12.9489,0.2554,13.9942,10.4409,2.5271,0.277,97.2645
,Amphibole,42.6479,3.0091,11.1573,,12.8369,0.2094,14.0495,10.3513,2.5969,0.2493,97.1665
,Amphibole,42.4064,3.0095,11.4525,,12.6773,0.2265,13.9453,10.434,2.7494,0.2723,97.21
,Amphibole,42.9496,2.8369,11.0905,,13.0313,0.2615,14.1426,10.5116,2.4872,0.2359,97.5993
,Amphibole,42.4486,3.0912,11.5521,,12.34,0.1735,14.0652,10.5331,2.5461,0.2579,97.0471
,Amphibole,42.2655,3.2556,11.687,,12.4606,0.2256,13.9752,10.6093,2.6192,0.2844,97.4259
,Amphibole,42.6828,2.9833,11.698,,12.6015,0.1885,14.2013,10.3214,2.5533,0.2818,97.5454
,Amphibole,42.7508,2.7979,11.1813,,12.6221,0.2236,14.498,10.4578,2.4681,0.2443,97.2904
,Amphibole,42.6357,2.7926,11.289,,12.8688,0.2145,14.2705,10.6034,2.6286,0.2534,97.6175
,Amphibole,48.4636,1.5576,6.2503,,10.741,0.292,17.0415,10.3135,2.4878,0.7222,98.0423
,Amphibole,42.0842,3.1448,11.3371,,12.0881,0.1685,14.1283,10.621,3.0168,0.2719,96.9134
,Amphibole,42.4793,3.1801,11.3782,,11.9032,0.1947,14.1407,10.5986,3.032,0.2987,97.2421
,Amphibole,41.9973,2.9953,11.457,,12.5545,0.2115,13.9074,10.6479,3.1508,0.2787,97.2497
,Amphibole,42.3082,3.0883,11.6775,,12.7271,0.2134,14.1226,10.4855,3.1077,0.2756,98.0638
,Amphibole,42.3979,3.0694,11.3374,,12.0351,0.1966,14.2454,10.5843,3.0354,0.25,97.1862
,Amphibole,43.0278,2.609,10.6606,,13.4216,0.2993,14.2169,10.3599,2.5683,0.2827,97.5021
,Amphibole,42.2323,2.4336,10.2504,,12.9108,0.2955,13.9588,10.1782,2.7018,0.2833,95.335
,Amphibole,43.5491,2.5623,10.6382,,13.4283,0.3024,14.6417,10.3852,2.6465,0.2469,98.4695
,Amphibole,42.8233,2.5389,10.7486,,13.8574,0.2981,14.0799,10.3051,2.831,0.2979,97.8455
,Amphibole,42.708,2.7831,11.3925,,13.0937,0.2704,13.9958,10.4643,2.7459,0.2489,97.8136
,Amphibole,42.6638,2.8757,11.4818,,13.5756,0.2542,14.0765,10.4009,2.6228,0.2889,98.2898
,Amphibole,42.9085,2.7986,11.1736,,13.1714,0.2224,14.2032,10.3656,2.6612,0.2583,97.8036
,Amphibole,43.2891,2.7113,10.8539,,12.9862,0.2845,14.2016,10.3733,2.7319,0.2714,97.7603
,Amphibole,43.7439,5.8131,13.554,,14.0848,0.2673,8.0057,4.4481,3.0991,1.5043,94.6467
,Amphibole,43.8172,11.628,11.2911,,,14.3243,12.5736,2.8074,0.147,2.6352,
,Amphibole,44.6325,10.2927,10.9687,,,14.3518,13.0796,2.6061,0.1815,2.2689,
,Amphibole,43.6041,11.3663,11.1796,,,14.5473,12.7308,2.6956,0.1647,2.4005,
,Amphibole,43.691,11.7456,11.2326,,,14.5861,12.2399,2.7771,0.1091,2.477,
,Amphibole,42.8539,12.3791,11.2128,,,14.9069,11.8914,2.2473,0.1007,2.4542,
,Amphibole,43.9881,10.6255,11.276,,,14.7024,12.0092,2.904,0.1601,2.33,
,Amphibole,43.7042,11.0417,11.1698,,,14.1466,12.858,2.8641,0.1539,2.3446,
,Amphibole,43.1401,11.6328,11.3018,,,14.5996,12.223,2.8526,0.176,2.4861,
,Amphibole,44.3565,10.8367,11.3834,,,14.6313,12.824,2.824,0.2419,2.474,
,Amphibole,42.068,10.8564,8.2527,,,12.9969,19.8477,3.3653,0.2717,2.7628,
,Amphibole,46.4774,14.571,14.327,,,11.8905,8.3584,1.1906,0.1546,2.0052,
,Amphibole,43.661,12.9186,9.9409,,,13.3808,16.1147,2.0629,0.1987,2.4545,
,Amphibole,44.2542,13.1673,12.8631,,,10.0744,14.2009,4.8736,0.171,2.5981,
,Amphibole,44.4057,10.3248,10.959,,,15.1554,12.4335,2.3532,0.1805,2.5781,
,Amphibole,42.6205,12.3532,10.9149,,,14.6519,11.7835,1.9588,0.155,2.8412,
,Amphibole,42.9419,12.3676,10.8142,,,14.6995,11.7309,1.9716,0.1187,2.5071,
,Amphibole,46.7703,7.9137,11.391,,,17.8505,8.7162,1.6564,0.1821,2.6701,
,Amphibole,43.8566,12.0073,10.8424,,,15.2371,10.6133,1.6976,0.1539,2.9647,
,Amphibole,43.8964,12.6077,10.8865,,,15.3094,11.0093,1.7736,0.1447,2.4828,
,Amphibole,43.496,12.6258,11.39,,,15.4165,10.1101,2.1076,0.0986,2.3298,
,Amphibole,43.496,12.6258,11.39,,,15.4165,10.1101,2.1076,0.0986,2.3298,
,Amphibole,43.078,12.2391,10.3415,,,14.4601,12.9193,1.4831,0.1947,3.1085,
,Amphibole,44.4482,12.1166,10.975,,,15.171,11.2458,1.7345,0.1447,2.7379,
,Amphibole,43.3156,12.2925,11.0213,,,15.1147,11.0019,1.8293,0.1131,2.6957,
,Amphibole,43.4273,12.4405,11.1961,,,15.2618,10.4324,2.1323,0.1248,2.7223,
,Amphibole,43.592,12.52,11.1032,,,14.9383,10.482,2.0441,0.1258,2.6396,
,Amphibole,42.7154,12.4727,10.9685,,,14.7776,11.4009,2.2072,0.119,2.7182,
,Amphibole,43.6424,12.4925,10.8661,,,14.6959,12.0875,1.869,0.124,2.4339,
,Amphibole,44.0508,12.5126,11.0937,,,15.2155,10.4596,1.888,0.0955,2.5894,
,Amphibole,43.1205,12.0114,10.4863,,,14.98,12.1404,1.598,0.1326,2.6998,
,Amphibole,43.6375,11.4309,10.897,,,13.8329,12.6657,2.3692,0.1813,2.5177,
,Amphibole,43.0066,11.3685,10.8863,,,13.6869,12.5658,2.5777,0.1775,2.5434,
,Amphibole,43.5,2.85,12,,9.4,0.09,16.3,12,2.35,0.29,99
