Sample_ID_Cpx,Mineral,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,Total
,Amphibole,44.1521,1.6208,8.542,,13.61401697,0.2209,13.7217,10.568,1.5486,0.3406,
,Amphibole,45.884,1.8832,8.9978,,14.01296202,0.1977,14.4691,11.0994,1.8309,0.3446,
,Amphibole,47.8777,1.2712,7.3276,,13.67121988,0.2579,15.412,10.9339,1.4257,0.2543,
,Amphibole,43.1771,2.2361,11.979,,14.56948099,0.201,13.5276,10.6902,2.165,0.2394,
,Amphibole,42.3928,2.0386,11.891,,14.3682247,0.2202,13.4054,10.5941,2.1574,0.2782,
,Amphibole,43.5161,2.2057,11.6807,,15.5923929,0.244,13.0002,10.418,2.1609,0.2309,
,Amphibole,42.8697,2.614,12.2666,,13.21301026,0.1922,14.0892,10.9252,2.3306,0.247,
,Amphibole,42.7013,1.6784,12.8211,,15.20929185,0.1828,13.1852,10.6551,2.2089,0.1842,
,Amphibole,42.0446,2.6783,12.3815,,13.24562259,0.1699,13.8166,10.8598,2.2945,0.2366,
,Amphibole,46.5867,1.5732,8.1881,,13.97170499,0.2154,14.9328,11.0122,1.6202,0.2963,
,Amphibole,46.4479,1.5627,8.3195,,14.01743596,0.2531,14.9175,11.1228,1.6593,0.2707,
,Amphibole,47.3503,1.4945,7.8812,,13.86497526,0.2697,15.129,10.9866,1.5164,0.274,
,Amphibole,47.0349,1.5269,7.9738,,14.76710633,0.226,14.6308,10.9549,1.6472,0.3483,
,Amphibole,47.0924,1.6531,8.3678,,15.05594045,0.2244,14.2516,10.9258,1.6342,0.3085,
,Amphibole,46.4904,1.6121,8.2981,,15.15671555,0.2634,14.0345,10.8202,1.5724,0.3904,
,Amphibole,46.1512,1.7809,8.5912,,14.40305903,0.2442,14.6881,11.0044,1.7535,0.2921,
,Amphibole,46.4365,1.6403,8.4185,,13.61959978,0.2259,14.9978,11.0521,1.7103,0.3127,
,Amphibole,43.7197,2.4621,12.2844,,10.86812819,0.1396,15.5831,10.7146,2.2902,0.1835,
,Amphibole,42.3474,2.5334,12.2838,,10.90725227,0.1151,14.5707,10.712,2.2925,0.2511,
,Amphibole,43.5212,2.5654,11.8539,,11.83107989,0.0891,14.9678,10.8301,2.1233,0.2003,
,Amphibole,43.54,2.4679,12.6316,,11.39298462,0.1431,15.2077,10.8971,2.288,0.1921,
,Amphibole,43.4593,2.5211,12.218,,10.87061891,0.1261,15.5684,10.783,2.2271,0.1903,
,Amphibole,43.2452,2.7376,12.1635,,11.60726283,0.1731,15.27,10.9863,2.1544,0.2364,
,Amphibole,43.5442,2.5429,11.9453,,11.78975837,0.0772,15.0165,11.0713,2.2205,0.2583,
,Amphibole,46.4524,1.7263,8.5752,,13.78295444,0.2161,14.8313,11.1355,1.6174,0.314,
,Amphibole,46.4036,1.7304,8.3674,,13.71341071,0.2895,15.0178,10.8829,1.7199,0.3145,
,Amphibole,46.9391,1.6522,8.3407,,13.6005769,0.2457,14.8867,10.9386,1.6537,0.3277,
,Amphibole,43.7001,2.153,10.7224,,15.47384279,0.2369,13.2676,11.076,2.0059,0.3726,
,Amphibole,42.4219,2.2848,11.6628,,16.02712955,0.1945,12.6052,11.1162,2.2022,0.4733,
,Amphibole,46.0871,1.6443,8.546,,14.46941475,0.2541,14.5088,10.9738,1.7499,0.3178,
,Amphibole,47.8608,1.2805,7.3867,,13.95091119,0.2513,15.2264,10.8727,1.4329,0.2535,
,Amphibole,48.4842,1.2111,6.9746,,13.62985046,0.2049,15.5373,10.9818,1.4511,0.2724,
,Amphibole,46.5218,1.566,8.4471,,14.73142882,0.2313,14.4451,10.938,1.669,0.3374,
,Amphibole,46.8424,1.5557,7.9793,,14.44244859,0.2805,14.5505,10.9047,1.6194,0.3149,
,Amphibole,48.3825,1.1045,6.8789,,14.01675531,0.2783,15.4871,10.417,1.3927,0.3085,
,Amphibole,44.8465,2.3172,12.861,,12.20535293,0.1239,13.1564,10.9377,2.5055,0.2347,
,Amphibole,47.593,1.6925,8.33,,13.1804899,0.205,15.3713,10.9015,1.58,0.2395,
,Amphibole,47.3551,1.2724,7.5253,,13.8656667,0.3041,15.2055,10.7816,1.4941,0.2517,
,Amphibole,44.9796,2.0086,9.4401,,14.43613423,0.2076,14.1132,11.1604,1.8832,0.3675,
,Amphibole,45.6544,2.1215,9.6499,,12.80185781,0.1916,14.9828,11.084,1.9297,0.3417,
,Amphibole,45.4638,1.6498,9.8331,,12.99349341,0.2216,14.8908,11.0443,1.8592,0.3008,
,Amphibole,47.9065,1.439,7.5114,,13.71607921,0.2267,15.4337,11.1572,1.601,0.256,
,Amphibole,47.2567,1.5538,7.9355,,13.91744518,0.2766,14.9256,11.0454,2.4119,0.2528,
,Amphibole,46.515,1.7593,8.8042,,14.34118346,0.2342,14.8304,11.174,1.6814,0.3477,
,Amphibole,46.0227,1.6755,8.2218,,13.66843371,0.2379,14.675,10.8597,2.6126,0.3534,
,Amphibole,46.8509,1.3971,7.3839,,13.73539858,0.2751,15.5243,10.8954,1.7363,0.2862,
,Amphibole,45.565,1.8169,8.8675,,14.31920681,0.2258,14.6546,11.1016,1.7689,0.3581,
,Amphibole,43.4978,2.562,11.9139,,12.17667812,0.0948,15.0223,11.1015,2.3155,0.2015,
,Amphibole,43.3229,2.7645,12.2685,,11.647532,0.0986,15.3045,11.3073,2.2583,0.2836,
,Amphibole,43.2466,2.8009,11.9939,,12.48737166,0.1818,14.6925,11.1467,2.2784,0.2445,
,Amphibole,45.4535,1.7749,8.9537,,14.2530487,0.2206,14.4073,10.9016,1.7726,0.3616,
,Amphibole,45.6215,1.7254,9.0354,,15.52008625,0.2779,13.6157,10.6795,1.8571,0.2942,
,Amphibole,44.1198,2.5778,11.729,,12.21270577,0.1327,14.9914,11.0164,2.2917,0.2621,
,Amphibole,47.3091,3.297,12.0221,,13.7311255,0.1882,11.7113,9.727,3.0481,0.3954,
,Amphibole,43.1482,2.5436,11.9958,,11.66201758,0.1691,15.3247,11.1052,2.2161,0.2182,
,Amphibole,42.9198,2.6486,13.3214,,10.93691156,0.1469,15.2776,11.0752,2.4232,0.2092,
,Amphibole,43.4432,2.5729,12.1734,,12.09329269,0.1949,15.1428,10.9502,2.3182,0.229,
,Amphibole,42.8185,2.6534,13.1572,,12.19434895,0.1301,15.2431,10.5721,2.3721,0.1797,
,Amphibole,44.9758,2.5328,11.1563,,11.9643646,0.1712,15.7599,10.6718,2.2895,0.2056,
,Amphibole,44.3298,2.4063,12.456,,13.03135577,0.1537,14.4011,10.3639,2.4647,0.339,
,Amphibole,47.718,1.6023,7.9451,,14.519557,0.2491,14.728,11.0128,1.598,0.3888,
,Amphibole,47.1745,1.4685,7.4666,,14.19798853,0.2363,14.989,11.0586,1.5375,0.3344,
,Amphibole,47.6127,1.387,7.6491,,14.24165257,0.2581,15.3089,10.9341,1.5592,0.278,
,Amphibole,47.4217,1.5607,7.641,,13.88523468,0.2013,15.0758,11.0157,1.5321,0.306,
,Amphibole,46.3292,1.7161,8.2729,,14.08996028,0.1856,14.8161,11.0172,1.6232,0.3635,
,Amphibole,46.7841,1.7002,8.3191,,14.17783866,0.1681,14.99,11.2476,1.7119,0.3921,
,Amphibole,46.5797,1.6739,8.2315,,14.12199524,0.2074,14.8402,11.0848,1.6433,0.3741,
,Amphibole,47.8917,1.6342,8.0676,,13.95798625,0.2023,14.426,10.7642,1.5487,0.3684,
,Amphibole,46.2061,1.6685,8.6744,,15.05086257,0.2514,14.283,10.889,2.6268,0.3126,
,Amphibole,45.6266,1.5884,8.8092,,14.71396181,0.2892,14.3091,10.8499,2.5292,0.3963,
,Amphibole,45.3514,1.5021,8.0272,,13.84285778,0.2408,12.8561,10.1827,1.34,0.3739,
,Amphibole,47.2727,1.5717,7.6769,,13.595592,0.2407,15.2528,11.0615,1.5365,0.3401,
,Amphibole,45.6109,1.82,8.9835,,15.12861531,0.2215,14.4302,11.0292,1.9686,0.3131,
,Amphibole,46.5515,1.7135,8.6564,,14.11362794,0.2684,14.787,10.9461,2.3355,0.3361,
,Amphibole,46.8997,1.6901,8.9362,,14.30392062,0.2223,14.9821,11.1135,1.7725,0.331,
,Amphibole,42.9947,2.2322,11.9047,,15.71013648,0.2071,12.9724,11.1934,2.2271,0.3607,
,Amphibole,43.1548,2.1555,11.0094,,15.10144069,0.2414,13.3416,11.1169,2.0872,0.4112,
,Amphibole,46.607,1.7034,8.8172,,14.76184259,0.1845,14.7679,11.0455,1.8043,0.3356,
,Amphibole,47.2799,1.4362,8.0222,,14.13341499,0.2234,15.0593,10.7875,2.2194,0.3598,
,Amphibole,46.6554,1.4812,8.0791,,14.47570836,0.2697,14.5357,10.9243,1.5583,0.3108,
,Amphibole,43.7877,2.1169,10.9418,,14.51578321,0.1695,13.3633,11.1062,1.9527,0.371,
,Amphibole,45.5713,1.8411,9.1065,,13.87534245,0.2229,14.4898,11.1304,1.8117,0.2981,
,Amphibole,46.2062,1.5137,8.4349,,14.48318616,0.2378,13.9779,10.8863,1.7485,0.3373,
,Amphibole,47.3425,1.5658,7.6937,,13.6681783,0.2582,15.0974,11.0193,1.6122,0.3055,
,Amphibole,46.6849,1.6265,8.6442,,13.45283705,0.217,14.9169,11.0953,1.6652,0.2681,
,Amphibole,45.8639,1.8222,8.6866,,13.8033622,0.213,14.6156,11.1198,1.737,0.3367,
,Amphibole,47.5565,1.3215,7.6965,,12.87363217,0.2428,15.8221,10.9959,1.5411,0.3123,
,Amphibole,43.4851,2.5603,12.1432,,10.68689368,0.1152,15.6089,11.2307,2.3182,0.2836,
,Amphibole,46.388,1.7434,8.4746,,14.49139848,0.2682,14.2891,10.922,1.702,0.3249,
,Amphibole,46.9069,1.5489,7.6174,,13.690918,0.2122,15.151,10.8738,1.5327,0.2719,
,Amphibole,45.2855,1.9015,9.0444,,14.19372188,0.2375,14.2738,11.0739,1.7297,0.3436,
,Amphibole,45.2476,2.081,9.3888,,14.97502595,0.1992,13.6708,10.9816,1.9482,0.2885,
,Amphibole,46.5424,1.6882,8.2346,,13.92144245,0.2633,14.6345,10.9656,1.6047,0.3166,
,Amphibole,47.0986,1.6312,8.2779,,14.22198662,0.2658,14.7234,11.0146,1.6198,0.358,
,Amphibole,47.5447,1.4664,7.7989,,13.63225142,0.2494,15.2862,11.0575,1.5842,0.2923,
,Amphibole,46.7013,1.6921,8.2526,,13.89698386,0.2285,14.8834,11.0276,1.5979,0.3178,
,Amphibole,47.8495,1.4986,7.3013,,14.23941939,0.2152,14.7107,10.9678,1.4792,0.3463,
,Amphibole,48.2546,1.4104,7.0921,,14.157808,0.2377,14.9493,11.0079,1.5038,0.3205,
,Amphibole,47.9538,1.3616,6.9754,,14.04447484,0.2472,15.1451,11.0115,1.399,0.3324,
,Amphibole,47.1512,1.517,7.3065,,14.94835621,0.2578,14.3907,10.9839,1.436,0.3668,
,Amphibole,47.2988,1.5107,7.4024,,14.70816578,0.272,14.6228,11.1248,1.5026,0.3763,
,Amphibole,47.3536,1.5646,7.3955,,14.52562292,0.2803,14.6468,11.0283,1.4809,0.4087,
,Amphibole,46.7755,1.6623,8.0193,,14.37734749,0.2777,14.5985,10.9844,1.5828,0.3316,
,Amphibole,47.1567,1.6923,7.9974,,14.18945863,0.2826,14.5264,11.0956,1.6743,0.3196,
,Amphibole,47.1724,1.7491,7.9943,,14.44401267,0.2179,14.4446,11.1449,1.6396,0.3142,
,Amphibole,47.9188,1.3856,7.0365,,14.47830372,0.2992,14.9745,10.9926,1.3475,0.2819,
,Amphibole,46.911,1.6032,7.8547,,14.59800639,0.2491,14.296,10.9996,1.4611,0.3009,
,Amphibole,46.8555,1.5439,7.4858,,13.64111792,0.262,14.8719,11.5093,1.5387,0.3097,
,Amphibole,48.566,1.2341,6.8685,,13.58425045,0.2497,15.5615,10.9535,1.3834,0.226,
,Amphibole,43.5116,1.9931,10.6012,,15.39256522,0.2334,13.0632,11.0965,2.004,0.3651,
,Amphibole,45.464,1.8256,8.5024,,14.25550094,0.1835,14.1144,10.877,1.7971,0.3303,
,Amphibole,47.7957,1.0914,6.8472,,14.92546864,0.2802,14.7516,10.3587,1.3885,0.2735,
,Amphibole,48.4326,1.0768,6.2438,,14.15769752,0.2424,15.1444,10.5982,1.2872,0.2475,
,Amphibole,45.8778,1.6634,8.2958,,14.17859832,0.2175,14.169,10.9179,1.6703,0.3385,
,Amphibole,44.9992,1.6325,9.3598,,15.3013486,0.2915,13.6104,10.6729,1.6907,0.3741,
,Amphibole,47.9351,1.0359,7.4865,,14.18800073,0.3189,15.0035,10.4408,1.3516,0.3057,
,Amphibole,47.8422,0.9504,7.2146,,14.30318236,0.311,15.1814,10.1956,1.3375,0.2888,
,Amphibole,43.3585,1.5356,11.2514,,13.3615997,0.2097,14.4905,10.5713,1.9225,0.331,
,Amphibole,44.8048,1.4545,10.5939,,13.46119344,0.3318,15.3879,8.9459,1.9722,0.2181,
,Amphibole,43.605,1.5151,11.8308,,13.56980987,0.3117,14.3013,10.4339,2.054,0.3345,
,Amphibole,47.6168,1.3699,7.0731,,15.24908521,0.2504,14.2782,10.6265,1.4287,0.3063,
,Amphibole,46.8672,1.4316,7.2408,,15.12078009,0.1769,13.8602,10.8104,1.5286,0.2901,
,Amphibole,47.3235,1.2964,6.8643,,14.71828826,0.2519,14.433,10.744,1.4018,0.2868,
,Amphibole,47.2818,1.4669,7.5938,,15.24576227,0.2427,14.0405,10.8604,1.548,0.2627,
,Amphibole,47.008,1.5299,7.8543,,14.72042419,0.3162,14.1657,10.6683,1.5319,0.3443,
,Amphibole,44.9955,2.0254,9.3273,,12.72521648,0.2162,14.8581,11.1167,1.8833,0.3616,
,Amphibole,47.1245,1.4901,7.3424,,13.64051754,0.2006,15.1327,10.8348,1.4859,0.2914,
,Amphibole,42.8474,2.0337,11.42,,12.81535877,0.1275,14.2738,11.0885,2.1847,0.3117,
,Amphibole,44.3881,1.6224,8.2856,,12.64362715,0.155,14.265,12.2369,1.8012,0.3311,
,Amphibole,48.8988,0.9549,6.3715,,14.88331532,0.279,14.9583,10.4274,1.2504,0.2377,
,Amphibole,48.6876,1.0392,6.5841,,14.51884285,0.1712,15.0266,10.622,1.3091,0.2656,
,Amphibole,47.87,1.0428,6.9434,,15.15546537,0.2772,14.4545,10.3533,1.3492,0.2745,
,Amphibole,46.237,1.5865,7.8256,,14.52165905,0.2282,14.227,10.8638,1.6214,0.2874,
,Amphibole,47.1427,1.4228,7.0993,,14.69476392,0.26,14.3261,10.8026,1.4279,0.2694,
,Amphibole,46.9596,1.4584,7.2823,,14.72269919,0.2698,14.4385,10.8154,1.4747,0.3399,
,Amphibole,47.7922,1.2969,6.8876,,14.64361996,0.3018,14.5381,10.5793,1.3739,0.2817,
,Amphibole,47.524,1.2963,7.239,,14.37103771,0.2837,14.7106,10.6156,1.4143,0.3028,
,Amphibole,46.8007,1.511,7.5261,,13.8094052,0.2,14.6944,10.8535,1.5456,0.295,
,Amphibole,42.8301,2.0289,11.414,,13.47668724,0.1563,14.1103,11.0355,2.0827,0.297,
,Amphibole,43.0349,2.0269,11.8307,,12.78270434,0.1451,14.2302,11.155,2.136,0.3184,
,Amphibole,55.3999,0.1632,6.1257,,16.86205633,0.7181,20.3674,2.3141,1.25,0.1136,
,Amphibole,47.9478,1.1412,6.1948,,13.89265369,0.3009,15.345,10.7308,1.2927,0.3237,
,Amphibole,48.0731,1.2575,6.1986,,13.98131894,0.3563,15.5324,10.8543,1.2917,0.2689,
,Amphibole,47.2747,1.7465,7.1248,,13.83532731,0.2436,14.6992,10.8152,1.4627,0.4395,
,Amphibole,47.3944,1.3617,6.8075,,14.1674265,0.2815,14.7466,10.8649,1.4299,0.3332,
,Amphibole,48.526,1.0311,6.1747,,14.2965877,0.3253,15.1645,10.5684,1.2756,0.2451,
,Amphibole,47.1335,1.3117,7.3737,,14.44959143,0.2375,14.7123,10.8045,1.4503,0.2921,
,Amphibole,47.188,1.3631,7.5761,,14.08720284,0.2247,14.7666,10.8839,1.6896,0.359,
,Amphibole,46.9128,1.4769,7.6595,,14.48086707,0.2048,14.5721,10.8298,1.7025,0.2508,
,Amphibole,46.9491,1.5525,7.4652,,14.51963502,0.2394,14.6449,10.8738,1.5918,0.2782,
,Amphibole,46.9743,1.5864,7.617,,14.52780132,0.2245,14.4041,10.9902,1.6034,0.2629,
,Amphibole,46.6391,1.5809,7.6398,,13.87002441,0.1435,14.8389,10.8744,1.6964,0.3067,
,Amphibole,46.7312,1.6322,7.8133,,14.26114409,0.1849,14.6435,10.9407,1.713,0.3055,
,Amphibole,46.7954,1.7084,7.8432,,14.51840861,0.2441,14.5888,10.8004,1.7404,0.3068,
,Amphibole,46.3343,1.6718,7.877,,14.17940598,0.1948,14.5021,10.8785,1.6744,0.2744,
,Amphibole,45.2922,1.7591,8.5916,,14.73866984,0.2139,14.2643,10.7849,1.6879,0.4346,
,Amphibole,45.2023,1.6267,8.7511,,14.58067293,0.2281,14.2378,10.8328,1.7132,0.4587,
,Amphibole,45.9003,1.3676,8.3727,,14.13380007,0.2188,14.6797,10.8399,1.6344,0.3918,
,Amphibole,46.2674,1.6645,7.9153,,13.91607582,0.2147,14.9785,10.9514,1.7218,0.3323,
,Amphibole,45.8692,1.7728,8.0271,,13.69222986,0.1825,15.0679,11.0619,1.718,0.3323,
,Amphibole,45.823,1.666,7.9988,,13.62832679,0.2065,15.0438,10.9334,1.7208,0.3355,
,Amphibole,45.8443,1.7321,7.9523,,13.64531741,0.2179,14.8275,10.9024,1.795,0.3053,
,Amphibole,46.2232,1.6402,7.9558,,14.48750281,0.1687,14.574,10.8951,1.737,0.3346,
,Amphibole,46.0487,1.6969,8.1978,,14.40300118,0.19,14.4584,10.9064,1.8108,0.2912,
,Amphibole,45.8255,1.6891,7.9038,,14.78812992,0.2146,14.2402,10.9332,1.7026,0.3277,
,Amphibole,46.247,1.7801,8.3956,,14.97224635,0.2182,14.0526,11.0093,1.7682,0.3092,
,Amphibole,45.5563,1.7848,8.3452,,15.07671208,0.2322,14.181,10.9787,1.8176,0.3103,
,Amphibole,44.7138,2.043,9.0899,,14.14745635,0.2205,14.0539,10.8786,1.9055,0.3977,
,Amphibole,44.5992,1.9605,9.1739,,14.52911698,0.1608,14.0331,10.9786,1.8994,0.3839,
,Amphibole,45.1693,1.9038,9.0437,,14.47699595,0.2355,14.3082,11.0691,1.823,0.3559,
,Amphibole,45.6424,1.6338,7.6823,,14.32057724,0.2878,14.6876,10.9491,1.6489,0.298,
,Amphibole,45.9486,1.7297,7.795,,14.29839357,0.2215,14.7209,10.9204,1.7025,0.2875,
,Amphibole,45.4216,1.7571,7.9291,,13.91397283,0.218,14.6336,11.0956,1.7505,0.3007,
,Amphibole,45.4721,1.7758,8.3975,,14.3711182,0.2362,14.358,10.9006,1.7396,0.2757,
,Amphibole,45.5437,1.7807,8.4152,,14.63326481,0.2234,14.2794,10.8,1.8247,0.3249,
,Amphibole,44.6988,2.0851,8.686,,13.20440998,0.187,14.8698,11.1371,1.8831,0.3252,
,Amphibole,45.2821,1.9273,8.7407,,12.23701228,0.1577,15.3672,11.2506,1.8412,0.32,
,Amphibole,47.02,1.88,7.88,,13.84,0.31,14.37,10.62,1.83,0.27,100.07
,Amphibole,46.04,2.06,8.38,,13.64,0.26,13.91,11.24,2.07,0.3,99.94
,Amphibole,46.46,1.9,8.1,,13.36,0.29,14.4,11.08,1.97,0.25,99.86
,Amphibole,46.42,2,8.11,,13.59,0.27,13.91,11,1.93,0.28,99.55
,Amphibole,47.27,1.81,7.66,,13.61,0.25,14.27,10.94,1.83,0.25,99.94
,Amphibole,46.88,2.02,7.92,,13.49,0.28,14.63,10.99,1.9,0.27,100.44
,Amphibole,46.74,2.06,8.29,,13.31,0.28,14.41,11.12,2.06,0.27,100.6
,Amphibole,46.32,2.16,8.31,,13.3,0.29,14.04,10.99,1.97,0.3,99.72
,Amphibole,43.34,3.19,10.83,,11.01,0.16,14.82,11.49,2.58,0.36,99.83
,Amphibole,44.3,2.81,10.35,,11.01,0.18,14.89,11.33,2.42,0.28,99.62
,Amphibole,43.84,2.98,10.75,,11.12,0.21,14.76,11.49,2.48,0.28,99.95
,Amphibole,43.76,3.04,10.48,,11.6,0.2,14.76,11.24,2.36,0.27,99.76
,Amphibole,43.44,3.12,11.31,,11.65,0.14,14.33,11.45,2.51,0.37,100.38
,Amphibole,43.97,2.83,11.42,,8.91,0.11,16.15,11,2.52,0.25,99.21
,Amphibole,45.29,2.55,9.68,,11.33,0.25,14.89,11.16,2.15,0.31,99.66
,Amphibole,47.58,1.77,7.25,,11.57,0.28,15.61,11.24,2.57,0.29,100.21
,Amphibole,43.31,2.83,11.36,,12.8,0.1,13.65,11.45,2.61,0.29,100.45
,Amphibole,43.33,3.25,11.07,,11.21,0.16,14.35,11.42,2.67,0.27,99.78
,Amphibole,43.02,2.97,11.25,,12.89,0.2,13.69,11.39,2.62,0.26,100.31
,Amphibole,43.33,2.86,11.36,,10.62,0.16,14.97,11.28,2.48,0.23,99.35
,Amphibole,43.02,2.63,11.81,,11.38,0.05,14.45,11.49,2.52,0.25,99.64
,Amphibole,44.17,2.86,10.23,,11.83,0.2,14.32,11.2,2.43,0.27,99.55
,Amphibole,43.35,3.19,10.8,,11.42,0.39,14.75,11.53,2.64,0.31,100.43
,Amphibole,44.12,2.84,10.41,,11.98,0.17,14.4,11.03,2.36,0.24,99.61
,Amphibole,42.84,2.81,11.14,,13.12,0.18,13.48,11.26,2.52,0.26,99.63
,Amphibole,43.09,2.83,11.08,,12.08,0.15,14.25,11.12,2.67,0.26,99.56
,Amphibole,42.98,3.16,11.19,,13.06,0.17,13.7,11.14,2.55,0.25,100.24
,Amphibole,43.77,1.76,11.38,,12.6,0.17,14.25,11.13,2.5,0.25,99.85
,Amphibole,44.24,2.51,11.01,,12.71,0.16,14.31,11.1,2.51,0.25,100.86
,Amphibole,43.53,2.88,11.23,,11.71,0.25,14.71,11.18,2.76,0.25,100.56
,Amphibole,42.86,2.66,11.75,,11.46,0.13,14.51,10.97,2.52,0.21,99.1
,Amphibole,42.58,2.92,11.93,,12.96,0.26,13.88,10.97,2.61,0.28,100.43
,Amphibole,43.45,3.01,11.37,,11.09,0.13,14.32,11.44,2.43,0.25,99.54
,Amphibole,45.3,2.64,9.25,,12.11,0.27,14.36,11.29,2.33,0.3,99.91
,Amphibole,44.81,2.78,9.65,,11.71,0.15,14.94,11.03,2.34,0.3,99.75
,Amphibole,42.85,2.79,11.52,,11.71,0.13,14.5,11.04,2.69,0.26,99.52
,Amphibole,42.59,3.2,11.72,,11.26,0.13,14.36,11.34,2.47,0.26,99.37
,Amphibole,44.36,2.43,10.37,,11.9,0.21,14.35,11.15,2.46,0.28,99.55
,Amphibole,46.37,1.99,8.15,,12.27,0.29,14.76,10.82,2.27,0.25,99.2
,Amphibole,42.98,3.2,11.61,,12.29,0.18,13.77,11.15,2.76,0.22,100.19
,Amphibole,42.79,3.04,11.58,,12.03,0.17,14.18,11.32,2.65,0.22,100.02
,Amphibole,42.82,2.53,12.41,,10.43,0.11,14.83,11.31,2.86,0.25,99.61
,Amphibole,45.4,2.84,9.28,,12,0.27,14.58,11.25,2.34,0.3,100.32
,Amphibole,44.31,3.26,9.94,,11.98,0.22,14.24,11.15,2.66,0.26,100.07
,Amphibole,43.43,3.38,10.71,,11.98,0.21,14.19,11.16,2.72,0.31,100.14
,Amphibole,42.92,2.24,11.79,,13.35,0.19,13.96,11.36,2.77,0.26,100.87
,Amphibole,43.11,3.2,11.22,,11.68,0.22,14.15,11.13,2.69,0.25,99.68
,Amphibole,42.75,2.42,12.9,,11.54,0.21,14.25,11.37,2.61,0.26,100.38
,Amphibole,42.94,2.62,11.77,,9.58,0.13,15.33,11.67,2.63,0.32,99.05
,Amphibole,44.97,2.18,9.79,,12.58,0.26,14.45,11.11,2.52,0.3,100.22
,Amphibole,46.75,2.28,8.85,,10.92,0.24,15.71,10.97,2.13,0.29,100.23
,Amphibole,43.29,2.98,11.48,,12.4,0.17,13.9,11.25,2.6,0.27,100.39
,Amphibole,42.79,3.26,11.74,,11.3,0.14,14.31,11.11,2.9,0.23,99.83
,Amphibole,43.73,3.17,10.8,,10.69,0.14,14.72,11.28,3.21,0.32,100.11
,Amphibole,43.2,3.36,10.93,,11,0.1,14.86,11.31,2.54,0.27,99.63
,Amphibole,44.54,2.87,9.61,,11.87,0.15,14.8,11.22,2.51,0.36,99.98
,Amphibole,42.09,3.14,12.61,,10.97,0.15,14.24,11.25,2.94,0.23,99.66
,Amphibole,42.44,2.99,11.97,,11.49,0.18,14.39,11.5,2.95,0.26,100.23
,Amphibole,42.81,2.92,11.56,,11.41,0.22,14.56,11.04,2.82,0.26,99.62
,Amphibole,41.51,3.19,12.63,,10.89,0.14,14.46,11.27,2.88,0.25,99.25
,Amphibole,42.03,3.19,12.21,,10.66,0.11,14.63,11.18,2.84,0.29,99.17
,Amphibole,42.31,2.88,12.22,,11.02,0.16,14.37,11.06,2.87,0.28,99.21
,Amphibole,43,2.36,11.64,,12.03,0.15,14.34,11.34,2.71,0.28,99.9
,Amphibole,42.59,3.21,11.83,,10.81,0.15,14.56,11.32,2.85,0.26,99.62
,Amphibole,42.43,3.4,11.7,,11.4,0.14,14.37,11.22,2.84,0.25,99.8
,Amphibole,41.96,2.56,12.04,,14.18,0.22,12.99,10.58,2.61,0.24,99.4
,Amphibole,46.09,2.4,8.19,,12.68,0.27,14.48,10.88,2.21,0.34,99.59
,Amphibole,44.85,2.22,9.43,,13.4,0.34,13.9,11.07,2.25,0.27,99.76
,Amphibole,43.06,2,11.65,,12.51,0.15,14.22,10.84,2.44,0.26,99.15
,Amphibole,42.98,2.03,11.63,,13.35,0.19,13.65,10.84,2.6,0.23,99.52
,Amphibole,42.35,3.02,12.89,,10.47,0.14,15,11.25,2.89,0.25,100.33
,Amphibole,42.33,2.97,12.74,,10.61,0.13,14.69,11.04,2.72,0.32,99.59
,Amphibole,43.04,2.23,12.28,,12.39,0,14.19,10.85,2.64,0.22,99.89
,Amphibole,42.79,2.82,12.86,,10.46,0.18,14.69,11.16,2.77,0.23,100.02
,Amphibole,42.54,2.51,12.61,,10.66,0.15,14.73,11.26,2.76,0.28,99.55
,Amphibole,42.19,3.02,12.98,,10.39,0.11,14.59,11.07,2.68,0.26,99.33
,Amphibole,42.52,2.72,12.5,,12.33,0.23,13.86,11.28,2.69,0.22,100.39
,Amphibole,42.79,2.68,11.97,,12.02,0.16,14.1,11.29,2.81,0.2,100.06
,Amphibole,43.18,2.88,11.94,,10.81,0.17,14.93,11.32,2.71,0.28,100.28
,Amphibole,43.3,3.4,11.73,,10.86,0.17,14.72,11.39,2.49,0.11,100.23
,Amphibole,42.76,2.58,12.64,,10.41,0.13,14.8,11.19,2.8,0.23,99.59
,Amphibole,41.94,3.26,12.87,,11.2,0.11,13.98,11.02,2.84,0.23,99.48
,Amphibole,43.85,2.11,11.52,,11.79,0.23,14.8,10.72,2.61,0.2,99.9
,Amphibole,43.85,1.89,11.74,,11.84,0.13,14.81,10.97,2.71,0.18,100.2
,Amphibole,43.88,2.55,11.68,,9.99,0.1,15.41,11.12,2.72,0.19,99.7
,Amphibole,43.71,2.37,12.15,,10.88,0.18,15.07,11.03,2.71,0.15,100.32
,Amphibole,42.98,2.62,12.42,,11.46,0.12,14.45,11.15,2.69,0.2,100.15
,Amphibole,43.7369,2.2818,11.3812,,12.0226,0.1376,14.9491,10.503,2.4887,0.2003,97.7458
,Amphibole,42.8652,2.3418,11.4874,,12.1329,0.1826,14.8282,10.3321,2.3849,0.2135,96.8052
,Amphibole,41.2835,2.4251,10.9384,,12.176,0.1254,14.3319,10.479,2.4233,0.1846,94.4315
